IdEntidad;GÇnero;Fecha nacimiento;Localidad;Provincia;C¢digo postal;Fidelidad;Fecha entrega;Fecha matriculaci¢n;Fecha venta;Fecha apertura;Km £ltima OR;Gama;Modelo;Versi¢n;Motor;Color
42294017#1;female;21/09/1997;SEVILLA;Sevilla;41012;FIEL;28/05/2021;28/05/2021;28/05/2021;18/05/2022;14792;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2021;1.8;Gris Grafito
4229391#1;female;15/08/1982;SANTIPONCE;Sevilla;41970;FIEL;29/10/2014;29/10/2014;29/10/2014;07/10/2021;101709;AURIS TOURING SPORTS;AURIS hybrid TS Active;2014;1.8;Blanco Classic
4229362#1;male;31/01/1979;SEVILLA;Sevilla;41020;INFIEL;03/06/2015;03/06/2015;19/08/2016;08/01/2018;24648;AYGO X CROSS;AYGO 70 5P CITY;2015;1.0;x-negro
4229292#1;male;17/06/1954;SEVILLA;Sevilla;41005;INFIEL;;29/01/2004;03/02/2014;08/11/2019;1;N/A;N/A;2003;N/A;N/A
4229262#1;male;25/08/1968;SEVILLA;Sevilla;41008;N/A;25/02/2011;25/02/2011;25/02/2011;13/07/2022;159086;PRIUS;PRIUS ADVANCE;2009;1.8;Blanco Perlado
4229033#1;male;20/11/1950;SEVILLA;Sevilla;41005;INFIEL;29/07/2009;29/07/2009;25/06/2010;18/01/2017;72532;AVENSIS;AVENSIS 2.0 D4D SD ACTIVE;2009;2.0 High;Azul Grisaceo Metal
4228986#1;female;01/11/1980;SEVILLA;Sevilla;41013;INFIEL;;23/12/2006;21/12/2006;16/08/2018;133373;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P LUNA;2006;1.4 High;PLATA MICA MT
4228952#1;female;12/12/1979;SEVILLA;Sevilla;41015;INFIEL;16/10/2009;16/10/2009;16/10/2009;19/05/2015;93287;YARIS;YARIS 90D City 5P;2009;1.4 High;ROJO
4228665#1;female;18/06/1991;SAN FERNANDO;C†diz;11100;POT INFIEL;20/10/2015;21/10/2015;20/10/2015;11/02/2021;58255;AURIS;AURIS 120T Active;2015;1.2T;Bronce Maroc
4228645#1;male;;C¢rdoba;C¢rdoba;14014;INFIEL;16/06/2015;19/06/2015;16/06/2015;13/10/2016;46659;PROACE;PROACE 90D FURGON COM L2H1 1-2;2013;1.6 90D;BLANCO
4228603#1;female;;SEVILLA;Sevilla;41008;INFIEL;;07/06/2006;07/06/2006;28/01/2020;106383;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P LUNA;2006;1.4 High;PLATA MICA MT
4228455#1;male;16/02/1966;SEVILLA;Sevilla;41012;FIEL;30/11/2009;30/11/2009;30/11/2009;24/12/2014;31766;IQ;iQ 1.0;2009;1.0;Rojo Classic
4228387#1;male;;Fuentes de Andaluc°a;Sevilla;41420;INFIEL;07/09/2009;08/09/2009;08/09/2009;04/10/2018;100950;COROLLA SEDAN;COROLLA 4P 2.0 D-4D SOL;2007;2.0 High;Plata Metal
4228344#1;male;16/03/1947;CARMONA;Sevilla;41410;INFIEL;;27/07/2009;27/07/2009;10/08/2020;78978;AURIS;AURIS 1.4 D4D 90 5 P ACTIVE;2009;1.4 High;Gris Plata Metalizado
4228344#1;male;16/03/1947;CARMONA;Sevilla;41410;INFIEL;28/04/2010;29/04/2010;29/04/2010;03/08/2020;43022;COROLLA SEDAN;COROLLA SD 1.33 ACTIVE;2009;1.33;Azul Oscuro Mica
4228227#1;male;01/04/1950;SEVILLA;Sevilla;41004;FIEL;;29/10/2004;29/10/2004;29/10/2021;1;AVENSIS;AVENSIS 2.0 4P EXECUTIVE;2003;2.0 High;BURDEOS MICA M
4228207#1;male;;San GinÇs;Murcia;30169;FIEL;18/05/2017;23/05/2017;18/05/2017;04/10/2021;97946;AURIS;AURIS hybrid Business;2017;1.8;Blanco Classic
4228195#1;male;;SEVILLA;Sevilla;41020;INFIEL;;;;29/09/2008;263814;N/A;N/A;1992;N/A;N/A
4228046#1;male;07/07/1972;TOCINA;Sevilla;41340;INFIEL;;15/01/2009;19/01/2010;05/05/2014;42684;RAV 4;RAV4 D-4D 2.2 SOL;2006;2.2;BEIGE METAL
4228021#1;male;;Mairena del Alcor;Sevilla;41510;INFIEL;;;;14/01/2020;263101;N/A;N/A;1998;N/A;N/A
4227813#1;female;13/08/1957;CAMAS;Sevilla;41900;POT INFIEL;19/12/2014;28/11/2014;28/11/2014;19/02/2021;51161;AURIS TOURING SPORTS;AURIS hybrid TS Active;2014;1.8;Blanco Classic
4227804#1;female;07/10/1965;Marchena;Sevilla;41620;INFIEL;03/01/2013;28/12/2012;28/12/2012;02/03/2020;77297;AURIS;AURIS 1.6 5 PUERTAS ACTIVE;2012;1.6;Negro Azabache
4227669#1;male;21/06/1957;GONDOMAR;Pontevedra;36380;FIEL;;30/08/2007;30/08/2007;23/01/2018;181560;AURIS;AURIS 2.0 126 5P LUNA;2007;2.0 High;ROJO
4227502#1;male;30/08/1965;DOS HERMANAS;Sevilla;41089;FIEL;15/11/2010;15/11/2010;15/11/2010;30/05/2022;195349;COROLLA SEDAN;COROLLA SD 1.4 D4D ACTIVE;2009;1.4 High;Azul Oscuro Mica
4227289#1;male;07/03/1975;CAMAS;Sevilla;41900;FIEL;;18/06/2007;18/06/2007;03/09/2021;248758;VERSO;COROLLA VERSO D4D 136 7PZ SOL;2006;2.2;Rojo Oscuro Mica
4227180#1;female;24/01/1968;SEVILLA;Sevilla;41011;INFIEL;;10/02/2006;10/02/2006;21/05/2018;158825;YARIS;YARIS 1.3 5P LUNA;2006;1.3;PLATA OSCURO
4227133#1;male;18/05/1967;SEVILLA;Sevilla;41089;INFIEL;;17/11/2008;17/11/2008;11/03/2014;79251;YARIS;YARIS 1.4 D4D 5P EDICION ESPEC;2007;1.4 High;Gris Oscuro Metal
4227096#1;female;26/04/1971;SEVILLA;Sevilla;41013;FIEL;06/09/2016;06/09/2016;28/07/2017;09/08/2021;34108;YARIS;YARIS hybrid Active;2016;1.5;Plata
4226921#1;female;06/06/1961;SEVILLA;Sevilla;41013;INFIEL;;;30/07/2008;28/12/2017;1;IS;IS 220 SD MAN;2006;2.2;Rojo brill cris
4226701#1;female;;SEVILLA;Sevilla;41012;INFIEL;12/03/2012;12/03/2012;28/07/2014;10/11/2015;53324;YARIS;YARIS 90D live 5P;2012;1.4 High;AZUL KALLFö
4226649#1;female;05/09/1969;SEVILLA;Sevilla;41006;FIEL;;15/10/2014;14/12/2016;18/11/2021;62433;AURIS;AURIS hybrid Active;2014;1.8;Blanco Perlado
4226460#1;male;04/09/1962;SEVILLA;Sevilla;41007;POT INFIEL;08/06/2017;31/05/2017;31/05/2017;18/05/2021;32899;VERSO;VERSO 130 Advance 5 plazas;2017;1.6;Gris Meteoro
4226438#1;male;11/06/1970;DOS HERMANAS;Sevilla;41089;INFIEL;;24/08/2007;24/08/2007;10/12/2013;72125;RAV 4;RAV4 D-4D 2.2 SOL;2006;2.2;NEGRO
4226407#1;female;14/06/1965;SEVILLA;Sevilla;41013;INFIEL;;24/10/2007;24/10/2007;14/02/2020;127823;YARIS;YARIS 1.4 D4D 5P SOL M/M;2007;1.4 High;Gris Oscuro Metal
4226377#1;male;08/06/1966;DOS HERMANAS;Sevilla;41701;INFIEL;22/07/2015;22/07/2015;19/05/2017;19/02/2020;37990;VERSO;VERSO 115D Advance 5 Plazas;2014;1.6;Blanco Classic
4226325#1;female;;SEVILLA;Sevilla;41008;INFIEL;;;;09/07/2009;1;N/A;N/A;1994;N/A;N/A
4226168#1;male;24/01/1969;SEVILLA;Sevilla;41020;FIEL;23/07/2020;23/07/2020;23/07/2020;25/02/2022;30120;COROLLA SEDAN;Corolla SD e-CVT Active Tech;2020;1.8;Blanco Classic
4226046#1;male;;DOS HERMANAS;Sevilla;41702;INFIEL;;;;30/03/2016;297623;AVENSIS;AVENSIS 2.0 D4D 116 4P SOL;2003;2.0 High;NEGRO MICA M
4226034#1;male;24/10/1940;SEVILLA;Sevilla;41011;INFIEL;08/01/2015;30/12/2014;30/12/2014;24/07/2015;5134;AURIS;AURIS hybrid Active;2014;1.8;Bronce Maroc
4226029#1;female;27/12/1967;EL PEDROSO;Sevilla;41360;INFIEL;;26/07/2007;26/07/2007;10/08/2020;58399;AURIS;AURIS 1.4 90 5P LUNA;2007;1.4 High;BLANCO
4225894#1;male;24/12/1943;San JosÇ de la Rinconada;Sevilla;41300;POT INFIEL;17/06/2011;17/06/2011;17/06/2011;17/03/2021;79744;PRIUS;PRIUS ADVANCE;2009;1.8;Negro Classic
4225767#1;male;22/12/1947;DOS HERMANAS;Sevilla;41701;INFIEL;;30/06/2005;30/06/2005;10/02/2017;1;RAV4 PLUG-IN;CELICA 1.8 VVT-i;2003;1.8;NEGRO
4225614#1;female;28/05/1960;SEVILLA;Sevilla;41004;FIEL;23/11/2010;23/11/2010;23/11/2010;24/01/2022;270851;AURIS;AURIS hybrid Active;2010;1.8;Azul Blue Classic
4225411#1;female;25/11/1948;SAN JUAN DEL PUERTO;Huelva;21610;FIEL;;;30/11/2008;25/04/2022;225521;AURIS;AURIS 2.0 126 5P LUNA;2007;2.0 High;ROJO
4225405#1;male;;TORREQUINTO;Sevilla;41500;FIEL;;27/04/2022;27/04/2022;13/06/2022;1662;HILUX;HILUX 2.8D 204 DC INVINCIBLE;2022;2.8;Bronce Oliva
4225290#1;male;15/02/1966;SEVILLA;Sevilla;41010;FIEL;09/03/2016;26/02/2016;26/02/2016;13/09/2021;49912;AURIS TOURING SPORTS;AURIS hybrid TS Active;2015;1.8;Azul Denim
4225269#1;male;20/12/1967;;;;POT INFIEL;;01/08/2005;29/07/2005;20/05/2021;245443;AVENSIS;AVENSIS 2.2 150 5P EXECUTIVE;2003;2.2;GRIS OSCURO MICA M
4225244#1;male;15/12/1965;MAIRENA DEL ALJARAFE;Sevilla;41927;POT INFIEL;07/04/2011;07/04/2011;22/10/2012;17/11/2020;96888;YARIS;YARIS 70 Live 5P;2010;1.0;Blanco Nieve Classic
4224956#1;male;;VILLALBA DEL ALCOR;Huelva;21860;INFIEL;;;;27/01/2017;1;N/A;N/A;2003;N/A;N/A
4224826#1;male;10/05/1936;SEVILLA;Sevilla;41007;FIEL;29/09/2010;29/09/2010;29/09/2010;21/04/2022;30426;PRIUS;PRIUS ADVANCE;2009;1.8;GRIS PIZARRA
4224795#1;male;05/07/1952;DOS HERMANAS;Sevilla;41701;FIEL;11/11/2010;29/10/2010;29/10/2010;18/10/2021;114805;AURIS;AURIS hybrid Advance;2010;1.8;Negro Black Ice
4224672#1;female;02/07/1976;SEVILLA;Sevilla;41009;INFIEL;28/05/2013;28/05/2013;28/05/2013;21/06/2019;60374;VERSO;VERSO 130 Advance 7 Plazas;2013;1.6;Azul Gris†ceo
4224593#1;male;24/12/1959;SEVILLA;Sevilla;41020;FIEL;26/02/2010;26/02/2010;26/02/2010;27/07/2021;107218;PRIUS;PRIUS ADVANCE;2009;1.8;Blanco Perlado
4224578#1;male;;SEVILLA;Sevilla;41007;INFIEL;;18/11/2005;18/11/2005;07/09/2011;82309;COROLLA SEDAN;COROLLA 1.6 5P SOL;2004;1.6;PLATA MICA MT
4224408#1;male;01/08/1974;MOR‡N DE LA FRONTERA;Sevilla;41530;INFIEL;;29/12/2006;29/12/2006;14/05/2019;96517;AVENSIS;AVENSIS 2.0 D4D 126 WG SOL;2006;2.0 High;NEGRO MICA MT
4224062#1;female;17/06/1966;SEVILLA;Sevilla;41001;FIEL;;18/07/2008;18/07/2008;24/11/2021;226384;LAND CRUISER;LAND CRUISER D-4D 3P GX;2008;3.0;Azul Oscuro Mica
4224026#1;male;25/12/1927;Gilena;Sevilla;41565;INFIEL;;;;23/02/2012;122999;N/A;N/A;2002;N/A;N/A
4223965#1;female;27/03/1945;SEVILLA;Sevilla;41007;INFIEL;05/01/2010;30/12/2009;30/12/2009;14/11/2018;51264;AURIS;AURIS 1.4 D4D 90 5 P ACTIVE;2009;1.4 High;BLANCO
4223755#1;male;15/11/1974;EL VISO DEL ALCOR;Sevilla;41520;INFIEL;03/08/2009;31/07/2009;31/07/2009;04/05/2015;104955;VERSO;VERSO 2.0 D4D 7PZ ACTIVE;2009;2.0 High;Negro Mica
4223702#1;male;21/12/1953;SEVILLA;Sevilla;41005;INFIEL;11/11/2014;31/10/2014;31/10/2014;04/12/2019;73398;AVENSIS;AVENSIS SD 120D M/T Advance;2014;120D ECO;Gris Grafito
4223596#1;male;04/07/1955;SEVILLA;Sevilla;41012;FIEL;17/01/2011;17/01/2011;17/01/2011;17/06/2022;68978;AURIS;AURIS hybrid Active;2010;1.8;Blanco White Snow
4223437#1;female;26/04/1956;SEVILLA;Sevilla;41013;INFIEL;;;;19/06/2017;231229;N/A;N/A;2002;N/A;N/A
4223402#1;female;13/12/1952;SEVILLA;Sevilla;41005;INFIEL;02/11/2009;29/10/2009;29/10/2009;08/03/2019;93823;PRIUS;PRIUS EXECUTIVE;2009;1.8;Blanco Perlado
4223292#1;male;12/06/1945;La Rinconada;Sevilla;41300;INFIEL;;;17/01/2005;15/09/2017;40122;COROLLA SEDAN;COROLLA 1.6 5P SOL;2004;1.6;PLATA MICA MT
4223270#1;male;18/08/1985;DOS HERMANAS;Sevilla;41704;INFIEL;;26/05/2005;30/05/2005;12/03/2020;2089109;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P SOL;2004;2.0 High;AZUL CLARO MICA MT
4223252#1;male;10/08/1986;SEVILLA;Sevilla;41020;INFIEL;11/12/2007;11/12/2007;21/11/2012;15/11/2018;168471;YARIS;"YARIS 1.4 D4D 5P ""YARIS""";2007;1.4 High;Plata Oscuro Metal
4223218#1;female;24/07/1949;SEVILLA;Sevilla;41006;INFIEL;;18/11/2005;18/11/2005;15/06/2018;62447;COROLLA SEDAN;COROLLA 1.6 5P SOL;2004;1.6;PLATA MICA MT
4223152#1;female;;ANTEQUERA;M†laga;29200;FIEL;05/02/2018;05/02/2018;13/09/2018;01/10/2021;42562;LAND CRUISER;LAND CRUISER 204D VXL 5P T/A;2018;2.8;Azul Medianoche
4223149#1;male;30/06/1979;SEVILLA;Sevilla;41015;FIEL;;31/12/2007;28/12/2007;30/12/2021;171799;AVENSIS;AVENSIS 2.0 D4D 126 4P SOL;2007;2.0 High;VERDE OSCURO MICA
4223149#1;male;30/06/1979;SEVILLA;Sevilla;41015;FIEL;;23/11/2006;28/11/2006;05/07/2022;252933;RAV 4;RAV4 2.2 EXECUTIVE 4X2;2006;2.2;GRIS OSCURO MICA
4222913#1;male;16/04/1944;Alcal† de Guadaira;Sevilla;41500;INFIEL;;19/12/2007;19/12/2007;06/11/2017;63624;VERSO;COROLLA VERSO D4D 136 7PZ LUNA;2007;2.2;Plata Metal
4222870#1;male;28/09/1952;BONANZA;C†diz;11540;INFIEL;;09/05/2008;14/05/2012;15/05/2013;1;LAND CRUISER;LAND CRUISER D-4D 5P VX MAN;2008;3.0;ROJO OSCURO
4222598#1;female;;SEVILLA;Sevilla;41013;INFIEL;;;;25/11/2019;1;AURIS;AURIS 2.0 126 5P LUNA;2007;2.0 High;Gris Mica
4222475#1;male;08/02/1950;TOCINA;Sevilla;41340;FIEL;23/10/2019;24/10/2019;23/10/2019;20/06/2022;27446;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Blanco Classic
4222390#1;female;13/05/1977;SEVILLA;Sevilla;41011;INFIEL;;31/03/2006;31/03/2006;27/03/2009;47032;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P LUNA;2006;2.0 High;AZUL OSCURO MICA MT
4222385#1;male;06/08/1978;SEVILLA;Sevilla;41013;INFIEL;16/11/2012;19/11/2012;16/11/2012;17/04/2018;31623;AURIS;AURIS 1.4 D4D DPF 5P ACTIVE;2012;1.4 LOW;Blanco Classic
4222227#1;male;;;;;INFIEL;;;;14/10/2010;38471;AURIS;AURIS 1.4 90 5P LUNA;2007;1.4 High;
4222019#1;female;29/11/1970;SEVILLA;Sevilla;41007;INFIEL;08/04/2014;31/03/2014;31/03/2014;26/02/2020;9353;AYGO X CROSS;AYGO 70 5P CITY;2013;1.0;Blanco Nieve Classic
4222003#1;male;16/07/1978;SEVILLA;Sevilla;41020;INFIEL;;;;26/09/2017;134596;N/A;N/A;2003;N/A;N/A
4221910#1;female;02/03/1972;LEBRIJA;Sevilla;41740;INFIEL;;29/11/2007;29/11/2007;27/02/2012;75665;AURIS;AURIS 2.0 D4D 126 5P SOL;2007;2.0 High;Negro Mica
4221804#1;male;17/02/1947;SEVILLA;Sevilla;41020;FIEL;02/04/2018;28/03/2018;28/03/2018;21/01/2022;44367;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2018;2.5;Plata Luna
4221705#1;male;08/05/1959;Utrera;Sevilla;41710;FIEL;;;;27/01/2022;430347;LAND CRUISER;LAND CRUISER D-4D 5P AUTO;2003;3.0;PLATA M
4221636#1;male;14/06/1974;Alcal† de Guadaira;Sevilla;41500;INFIEL;;29/12/2005;31/12/2005;29/09/2020;227570;VERSO;COROLLA VERSO D4D 136 7PZ SOL;2006;2.2;Negro Mica
4221365#1;male;22/12/1976;ALCALµ DE GUADAIRA;Sevilla;41500;INFIEL;;05/07/2004;05/07/2004;;;AVENSIS;AVENSIS 2.0 D4D 116 WG SOL;2003;2.0 High;NEGRO MICA M
4221275#1;male;06/10/1970;SEVILLA;Sevilla;41013;FIEL;16/02/2012;16/02/2012;16/02/2012;12/01/2022;156709;AVENSIS;AVENSIS SD 120D M/T Advance;2012;120D ECO;Gris Plomo
4221115#1;female;03/06/1970;LA PALMA DEL CONDADO;Huelva;21700;INFIEL;;;;04/11/2019;134924;N/A;N/A;2002;N/A;N/A
4221103#1;male;25/10/1972;CORIA DEL R÷O;Sevilla;41100;FIEL;02/12/2013;29/11/2013;29/11/2013;16/04/2021;79912;AURIS TOURING SPORTS;AURIS hybrid TS Active;2013;1.8;Blanco Classic
4221103#1;male;25/10/1972;CORIA DEL R÷O;Sevilla;41100;FIEL;;29/06/2004;19/06/2015;24/08/2016;1;AVENSIS;AVENSIS 2.0 D4D 116 WG SOL;2003;2.0 High;PLATA MT
4221103#1;male;25/10/1972;CORIA DEL R÷O;Sevilla;41100;FIEL;;29/12/2006;21/10/2014;26/12/2013;90171;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P LUNA;2006;2.0 High;GRIS OSCURO MICA MT
4221103#1;male;25/10/1972;CORIA DEL R÷O;Sevilla;41100;FIEL;;;;19/01/2017;281890;LAND CRUISER;LAND CRUISER D-4D 3P MANUAL;2003;3.0;VERDE OSC
4221103#1;male;25/10/1972;CORIA DEL R÷O;Sevilla;41100;FIEL;;24/08/2005;12/11/2014;19/11/2008;38733;VERSO;COROLLA VERSO D4D 116 7PZ SOL;2004;2.0 High;PLATA MT
4221096#1;male;12/02/1959;SEVILLA;Sevilla;41013;INFIEL;;06/05/2009;22/12/2010;11/05/2018;49524;YARIS;YARIS 100 5P City;2009;1.33;GRIS OSCURO
4221017#1;female;21/08/1962;SEVILLA;Sevilla;41020;FIEL;06/08/2014;31/07/2014;31/07/2014;06/05/2022;47565;YARIS;YARIS 100 Active 5P;2014;1.33;Blanco Classic
4220944#1;male;21/08/1953;SEVILLA;Sevilla;41006;INFIEL;03/02/2015;30/01/2015;30/01/2015;19/06/2018;22286;VERSO;VERSO 140 M-DRV Advance 7 Plz;2014;1.8;Blanco Classic
4220805#1;male;;Villaverde del R°o;Sevilla;41318;FIEL;;21/06/2007;21/06/2007;20/06/2022;214012;LAND CRUISER;LAND CRUISER D-4D 5P VX MAN;2007;3.0;VERDE OSC
4220553#1;male;04/08/1971;SEVILLA;Sevilla;41009;INFIEL;;13/03/2009;13/11/2009;23/03/2016;1;AVENSIS;AVENSIS 2.0 D4D SD ACTIVE;2009;2.0 High;Gris Plata Metal
4220434#1;male;;SEVILLA;Sevilla;41006;FIEL;;;;03/09/2021;185726;N/A;N/A;1999;N/A;N/A
4220270#1;male;;SEVILLA;Sevilla;41003;FIEL;22/08/2019;26/08/2019;22/08/2019;17/03/2022;90267;RAV 4;RAV4 HYBRID 4X4 ADVANCE;2020;2.5;Plata Luna
4220089#1;female;15/01/1960;GELVES;Sevilla;41120;INFIEL;;30/01/2006;30/01/2006;29/09/2011;83805;LAND CRUISER;LAND CRUISER D-4D 5P MANUAL;2005;3.0;Azul Oscuro Mica
4220057#1;female;16/02/1958;DOS HERMANAS;Sevilla;41703;POT INFIEL;02/12/2014;28/11/2014;28/11/2014;28/06/2021;119302;YARIS;YARIS hybrid Active;2015;1.5;Blanco Glaciar
4219910#1;female;04/12/1945;SEVILLA;Sevilla;41007;FIEL;08/02/2016;29/01/2016;29/01/2016;28/04/2022;32854;YARIS;YARIS 100 Active 5P;2015;1.33;Blanco Classic
4219793#1;male;21/04/1966;SEVILLA;Sevilla;41015;FIEL;;31/05/2007;31/05/2007;11/01/2022;104373;AVENSIS;AVENSIS 2.0 D4D 126 5P EXEC;2007;2.0 High;Plata Metal
4219650#1;female;03/02/1957;SEVILLA;Sevilla;41003;FIEL;23/02/2017;23/02/2017;23/02/2017;15/06/2022;61706;YARIS;YARIS hybrid Active;2016;1.5;Blanco Glaciar
4219644#1;male;;SEVILLA;Sevilla;41007;FIEL;;;;23/02/2022;214825;N/A;N/A;1999;N/A;N/A
4219230#1;female;26/11/1963;DOS HERMANAS;Sevilla;41701;INFIEL;28/05/2010;28/05/2010;28/05/2010;20/04/2018;101960;AURIS;AURIS 1.4 D4D 5 PUERTAS ACTIVE;2010;1.4 High;Blanco White Snow
4218972#1;male;14/07/1976;SEVILLA;Sevilla;41010;INFIEL;;27/06/2005;27/06/2005;22/05/2012;70250;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P SOL;2004;2.0 High;NEGRO MICA MT
4218958#1;female;20/09/1961;SEVILLA;Sevilla;41011;INFIEL;;;;30/01/2007;41504;N/A;N/A;2001;N/A;N/A
4218902#1;male;25/03/1973;EL VISO DEL ALCOR;Sevilla;41520;FIEL;01/03/2016;01/03/2016;27/09/2017;02/12/2021;95967;AVENSIS;Avensis 150D TS Advance;2016;2.0D;Plata
4218685#1;male;09/02/1953;Burguillos;Sevilla;41220;INFIEL;;06/11/2006;06/11/2006;05/06/2019;240396;COROLLA SEDAN;COROLLA 1.4 D4D 90 SD LUNA;2006;1.4 High;PLATA MICA MT
4218671#1;male;12/08/1959;SEVILLA;Sevilla;41008;FIEL;02/10/2017;28/09/2017;28/09/2017;17/09/2021;27343;YARIS;Yaris 110 Manual 5P Active;2017;1.5;Rojo Classic
4218587#1;male;21/08/1947;CANTILLANA;Sevilla;41320;INFIEL;;30/05/2008;05/05/2009;17/07/2018;198561;AURIS;AURIS 1.4 90 5P LUNA;2007;1.4 High;Gris Plata Metalizado
4218504#1;female;19/06/1952;SEVILLA;Sevilla;41019;INFIEL;;27/01/2009;27/01/2009;02/09/2019;134800;AURIS;AURIS 1.33 5 PUERTAS ACTIVE;2008;1.33;Gris Plata Metalizado
4218433#1;male;29/07/1947;SEVILLA;Sevilla;41012;INFIEL;;03/11/2008;31/10/2008;17/11/2016;52830;YARIS;YARIS 1.4 D4D 5P EDICION ESPEC;2007;1.4 High;Negro Mica
4218393#1;male;23/12/1974;DOS HERMANAS;Sevilla;41701;FIEL;20/09/2018;20/09/2018;20/09/2018;21/09/2021;36393;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2018;2.5;Blanco Perlado
4218384#1;male;04/12/1957;SEVILLA;Sevilla;41020;FIEL;11/05/2015;29/04/2015;29/04/2015;20/06/2022;244308;PRIUS;PRIUS ADVANCE;2014;1.8;Blanco Classic
4218379#1;female;02/12/1960;SEVILLA;Sevilla;41010;FIEL;;29/11/2021;29/11/2021;24/12/2021;0;YARIS CROSS;Yaris Cross 120H e-CVT 5P Acti;2021;1.5;Gris µgata
4218318#1;male;17/02/1944;SEVILLA;Sevilla;41018;FIEL;;28/07/2005;28/07/2005;03/12/2021;118711;AVENSIS;AVENSIS 2.0 4P EXECUTIVE;2003;2.0 High;GRIS OSCURO MM
4218276#1;male;31/12/1956;SEVILLA;Sevilla;41004;FIEL;25/09/2020;28/09/2020;25/09/2020;01/04/2022;10091;COROLLA;Corolla 180H e-CVT Feel!;2020;2.0 High;Blanco Classic
4218156#1;female;17/02/1952;LOS MOLARES;Sevilla;41750;INFIEL;16/03/2012;16/03/2012;30/11/2015;19/07/2018;113835;AURIS;AURIS 1.4 D 5P DPF LIVE 118GR;2011;1.4 LOW;Gris Silver Metal
4218021#1;male;05/01/1970;DISEMINADO;Sevilla;41800;FIEL;22/07/2016;25/07/2016;22/07/2016;30/05/2022;166060;VERSO;VERSO 115D Advance 7 Plazas;2016;1.6;Blanco Perlado
4217929#1;male;05/04/1974;Mor¢n de la Frontera;Sevilla;41530;INFIEL;;31/07/2008;31/07/2008;30/08/2010;19814;VERSO;COROLLA VERSO D4D 136 7PZ LUNA;2007;2.2;Negro Mica
4217738#1;male;05/05/1975;CASTILBLANCO DE LOS ARROYOS;Sevilla;41230;INFIEL;;30/04/2019;30/04/2019;30/04/2019;0;PRIUS+;PRIUS+ Advance;2018;1.8;Blanco Classic
4217725#1;male;22/08/1971;Coria del R°o;Sevilla;41100;INFIEL;;;;21/10/2009;168325;N/A;N/A;2001;N/A;N/A
4217690#1;male;24/12/1973;ARAHAL;Sevilla;41600;FIEL;21/11/2011;21/11/2011;21/11/2011;16/03/2022;96663;AVENSIS;AVENSIS 2.0 126 CSPORT ADVANCE;2010;2.0 High;Azul Grisaceo Metal
4217530#1;male;29/09/1978;Mairena del Alcor;Sevilla;41510;FIEL;;30/10/2019;30/10/2019;02/02/2022;27612;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Bronce Oliva
4217489#1;female;31/05/1975;ESPARTINAS;Sevilla;41807;FIEL;07/06/2017;07/06/2017;25/01/2018;08/02/2022;73040;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2017;2.5;Blanco Classic
4217466#1;male;;SEVILLA;Sevilla;41008;INFIEL;;;;12/01/2012;127760;N/A;N/A;2000;N/A;N/A
4217421#1;female;24/04/1955;SEVILLA;Sevilla;41005;FIEL;08/02/2013;31/01/2013;31/01/2013;23/05/2022;72690;AURIS;AURIS hybrid Active;2013;1.8;Blanco Classic
4217202#1;male;;LOS MOLARES;Sevilla;41750;INFIEL;12/01/2016;30/12/2015;30/12/2015;03/06/2019;1;HILUX;HILUX 3.0 D-4D DC VX 171CV AT;2014;3.0;Plata Luna
4217031#1;female;;HUELVA;Huelva;21005;INFIEL;;;;30/04/2019;269186;N/A;N/A;2002;N/A;N/A
4216905#1;male;01/10/1983;DOS HERMANAS;Sevilla;41702;INFIEL;;04/12/2006;04/12/2006;02/03/2020;176180;COROLLA SEDAN;COROLLA 1.4 D4D 90 3P LUNA;2006;1.4 High;ROJO
4216794#1;male;22/06/1951;SEVILLA;Sevilla;41020;INFIEL;;24/10/2012;24/10/2012;19/03/2018;91199;YARIS;YARIS 90D Active 5P;2012;1.4 High;Negro Azabache
4216776#1;male;16/05/1956;DISEMINADO;Almer°a;4740;FIEL;26/04/2021;26/04/2021;26/04/2021;27/04/2022;4337;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2021;1.8;Gris Celestita
4216740#1;male;;Coria del R°o;Sevilla;41100;INFIEL;;;;09/09/2011;187140;;;;;
4216740#1;male;;Coria del R°o;Sevilla;41100;INFIEL;;11/12/2003;11/12/2003;08/08/2012;142921;LAND CRUISER;LAND CRUISER D-4D 5P MANUAL;2003;3.0;Azul oscuro
4216698#1;male;26/06/1955;DOS HERMANAS;Sevilla;41701;INFIEL;02/07/2010;30/06/2010;30/06/2010;22/10/2013;65679;RAV 4;RAV4 150D 4x4 FLEET;2010;2.2;BLANCO
